"縣市","鄉鎮區","統計期","類別","基地臺"
"新竹市","新竹市北區","1071231","3G","217"
"新竹市","新竹市北區","1071231","4G","261"
"新竹市","新竹市東區","1071231","3G","531"
"新竹市","新竹市東區","1071231","4G","587"
"新竹市","新竹市香山區","1071231","3G","171"
"新竹市","新竹市香山區","1071231","4G","216"
"新竹縣","新竹縣五峰鄉","1071231","3G","38"
"新竹縣","新竹縣五峰鄉","1071231","4G","64"
"新竹縣","新竹縣北埔鄉","1071231","3G","32"
"新竹縣","新竹縣北埔鄉","1071231","4G","44"
"新竹縣","新竹縣尖石鄉","1071231","3G","52"
"新竹縣","新竹縣尖石鄉","1071231","4G","83"
"新竹縣","新竹縣竹北市","1071231","3G","262"
"新竹縣","新竹縣竹北市","1071231","4G","326"
"新竹縣","新竹縣竹東鎮","1071231","3G","158"
"新竹縣","新竹縣竹東鎮","1071231","4G","177"
"新竹縣","新竹縣芎林鄉","1071231","3G","40"
"新竹縣","新竹縣芎林鄉","1071231","4G","51"
"新竹縣","新竹縣峨眉鄉","1071231","3G","33"
"新竹縣","新竹縣峨眉鄉","1071231","4G","50"
"新竹縣","新竹縣湖口鄉","1071231","3G","275"
"新竹縣","新竹縣湖口鄉","1071231","4G","283"
"新竹縣","新竹縣新埔鎮","1071231","3G","93"
"新竹縣","新竹縣新埔鎮","1071231","4G","110"
"新竹縣","新竹縣新豐鄉","1071231","3G","114"
"新竹縣","新竹縣新豐鄉","1071231","4G","129"
"新竹縣","新竹縣橫山鄉","1071231","3G","39"
"新竹縣","新竹縣橫山鄉","1071231","4G","56"
"新竹縣","新竹縣關西鎮","1071231","3G","106"
"新竹縣","新竹縣關西鎮","1071231","4G","129"
"新竹縣","新竹縣寶山鄉","1071231","3G","113"
"新竹縣","新竹縣寶山鄉","1071231","4G","112"
"嘉義市","嘉義市西區","1071231","3G","256"
"嘉義市","嘉義市西區","1071231","4G","316"
"嘉義市","嘉義市西區湖","1071231","3G","1"
"嘉義市","嘉義市東區","1071231","3G","209"
"嘉義市","嘉義市東區","1071231","4G","251"
"嘉義縣","嘉義縣大林鎮","1071231","3G","67"
"嘉義縣","嘉義縣大林鎮","1071231","4G","80"
"嘉義縣","嘉義縣大埔鄉","1071231","3G","23"
"嘉義縣","嘉義縣大埔鄉","1071231","4G","29"
"嘉義縣","嘉義縣中埔鄉","1071231","3G","74"
"嘉義縣","嘉義縣中埔鄉","1071231","4G","108"
"嘉義縣","嘉義縣六腳鄉","1071231","3G","30"
"嘉義縣","嘉義縣六腳鄉","1071231","4G","34"
"嘉義縣","嘉義縣太保市","1071231","3G","94"
"嘉義縣","嘉義縣太保市","1071231","4G","105"
"嘉義縣","嘉義縣水上鄉","1071231","3G","98"
"嘉義縣","嘉義縣水上鄉","1071231","4G","124"
"嘉義縣","嘉義縣布袋鎮","1071231","3G","40"
"嘉義縣","嘉義縣布袋鎮","1071231","4G","47"
"嘉義縣","嘉義縣民雄鄉","1071231","3G","141"
"嘉義縣","嘉義縣民雄鄉","1071231","4G","173"
"嘉義縣","嘉義縣朴子市","1071231","3G","85"
"嘉義縣","嘉義縣朴子市","1071231","4G","93"
"嘉義縣","嘉義縣竹崎鄉","1071231","3G","50"
"嘉義縣","嘉義縣竹崎鄉","1071231","4G","68"
"嘉義縣","嘉義縣東石鄉","1071231","3G","31"
"嘉義縣","嘉義縣東石鄉","1071231","4G","45"
"嘉義縣","嘉義縣阿里山","1071231","3G","1"
"嘉義縣","嘉義縣阿里山 鄉","1071231","4G","1"
"嘉義縣","嘉義縣阿里山鄉","1071231","3G","60"
"嘉義縣","嘉義縣阿里山鄉","1071231","4G","71"
"嘉義縣","嘉義縣梅山鄉","1071231","3G","33"
"嘉義縣","嘉義縣梅山鄉","1071231","4G","59"
"嘉義縣","嘉義縣鹿草鄉","1071231","3G","20"
"嘉義縣","嘉義縣鹿草鄉","1071231","4G","22"
"嘉義縣","嘉義縣番路鄉","1071231","3G","42"
"嘉義縣","嘉義縣番路鄉","1071231","4G","71"
"嘉義縣","嘉義縣新港鄉","1071231","3G","61"
"嘉義縣","嘉義縣新港鄉","1071231","4G","68"
"嘉義縣","嘉義縣溪口鄉","1071231","3G","20"
"嘉義縣","嘉義縣溪口鄉","1071231","4G","24"
"嘉義縣","嘉義縣義竹鄉","1071231","3G","34"
"嘉義縣","嘉義縣義竹鄉","1071231","4G","38"
"彰化縣","彰化縣二水鄉","1071231","3G","34"
"彰化縣","彰化縣二水鄉","1071231","4G","31"
"彰化縣","彰化縣二林鎮","1071231","3G","99"
"彰化縣","彰化縣二林鎮","1071231","4G","117"
"彰化縣","彰化縣大村鄉","1071231","3G","81"
"彰化縣","彰化縣大村鄉","1071231","4G","91"
"彰化縣","彰化縣大城鄉","1071231","3G","31"
"彰化縣","彰化縣大城鄉","1071231","4G","34"
"彰化縣","彰化縣北斗鎮","1071231","3G","56"
"彰化縣","彰化縣北斗鎮","1071231","4G","57"
"彰化縣","彰化縣永靖鄉","1071231","3G","50"
"彰化縣","彰化縣永靖鄉","1071231","4G","58"
"彰化縣","彰化縣田中鎮","1071231","3G","73"
"彰化縣","彰化縣田中鎮","1071231","4G","85"
"彰化縣","彰化縣田尾鄉","1071231","3G","50"
"彰化縣","彰化縣田尾鄉","1071231","4G","55"
"彰化縣","彰化縣竹塘鄉","1071231","3G","23"
"彰化縣","彰化縣竹塘鄉","1071231","4G","31"
"彰化縣","彰化縣伸港鄉","1071231","3G","52"
"彰化縣","彰化縣伸港鄉","1071231","4G","56"
"彰化縣","彰化縣秀水鄉","1071231","3G","58"
"彰化縣","彰化縣秀水鄉","1071231","4G","65"
"彰化縣","彰化縣和美鎮","1071231","3G","147"
"彰化縣","彰化縣和美鎮","1071231","4G","165"
"彰化縣","彰化縣社頭鄉","1071231","3G","60"
"彰化縣","彰化縣社頭鄉","1071231","4G","80"
"彰化縣","彰化縣芳苑鄉","1071231","3G","72"
"彰化縣","彰化縣芳苑鄉","1071231","4G","90"
"彰化縣","彰化縣花壇鄉","1071231","3G","84"
"彰化縣","彰化縣花壇鄉","1071231","4G","98"
"彰化縣","彰化縣芬園鄉","1071231","3G","44"
"彰化縣","彰化縣芬園鄉","1071231","4G","46"
"彰化縣","彰化縣員林市","1071231","3G","192"
"彰化縣","彰化縣員林市","1071231","4G","223"
"彰化縣","彰化縣員林鎮","1071231","4G","1"
"彰化縣","彰化縣埔心鄉","1071231","3G","54"
"彰化縣","彰化縣埔心鄉","1071231","4G","65"
"彰化縣","彰化縣埔鹽鄉","1071231","3G","53"
"彰化縣","彰化縣埔鹽鄉","1071231","4G","66"
"彰化縣","彰化縣埤頭鄉","1071231","3G","44"
"彰化縣","彰化縣埤頭鄉","1071231","4G","51"
"彰化縣","彰化縣鹿港鎮","1071231","3G","147"
"彰化縣","彰化縣鹿港鎮","1071231","4G","175"
"彰化縣","彰化縣溪州鄉","1071231","3G","57"
"彰化縣","彰化縣溪州鄉","1071231","4G","62"
"彰化縣","彰化縣溪湖鎮","1071231","3G","86"
"彰化縣","彰化縣溪湖鎮","1071231","4G","94"
"彰化縣","彰化縣彰化市","1071231","3G","409"
"彰化縣","彰化縣彰化市","1071231","4G","484"
"彰化縣","彰化縣福興鄉","1071231","3G","71"
"彰化縣","彰化縣福興鄉","1071231","4G","85"
"彰化縣","彰化縣線西鄉","1071231","3G","30"
"彰化縣","彰化縣線西鄉","1071231","4G","34"
"臺中市","臺中市大甲區","1071231","3G","130"
"臺中市","臺中市大甲區","1071231","4G","140"
"臺中市","臺中市大安區","1071231","3G","30"
"臺中市","臺中市大安區","1071231","4G","34"
"臺中市","臺中市大肚區","1071231","3G","93"
"臺中市","臺中市大肚區","1071231","4G","120"
"臺中市","臺中市大里區","1071231","3G","301"
"臺中市","臺中市大里區","1071231","4G","368"
"臺中市","臺中市大雅區","1071231","3G","237"
"臺中市","臺中市大雅區","1071231","4G","248"
"臺中市","臺中市中區","1071231","3G","62"
"臺中市","臺中市中區","1071231","4G","77"
"臺中市","臺中市太平","1071231","4G","1"
"臺中市","臺中市太平區","1071231","3G","313"
"臺中市","臺中市太平區","1071231","4G","394"
"臺中市","臺中市北屯區","1071231","3G","477"
"臺中市","臺中市北屯區","1071231","4G","604"
"臺中市","臺中市北區","1071231","3G","301"
"臺中市","臺中市北區","1071231","4G","361"
"臺中市","臺中市外埔區","1071231","3G","56"
"臺中市","臺中市外埔區","1071231","4G","78"
"臺中市","臺中市石岡區","1071231","3G","34"
"臺中市","臺中市石岡區","1071231","4G","36"
"臺中市","臺中市后里區","1071231","3G","199"
"臺中市","臺中市后里區","1071231","4G","248"
"臺中市","臺中市西屯區","1071231","3G","795"
"臺中市","臺中市西屯區","1071231","4G","911"
"臺中市","臺中市西區","1071231","3G","251"
"臺中市","臺中市西區","1071231","4G","276"
"臺中市","臺中市沙鹿區","1071231","3G","201"
"臺中市","臺中市沙鹿區","1071231","4G","239"
"臺中市","臺中市和平區","1071231","3G","142"
"臺中市","臺中市和平區","1071231","4G","165"
"臺中市","臺中市東區","1071231","3G","157"
"臺中市","臺中市東區","1071231","4G","210"
"臺中市","臺中市東勢區","1071231","3G","110"
"臺中市","臺中市東勢區","1071231","4G","122"
"臺中市","臺中市南屯區","1071231","3G","422"
"臺中市","臺中市南屯區","1071231","4G","519"
"臺中市","臺中市南區","1071231","3G","189"
"臺中市","臺中市南區","1071231","4G","244"
"臺中市","臺中市烏日區","1071231","3G","171"
"臺中市","臺中市烏日區","1071231","4G","235"
"臺中市","臺中市神岡區","1071231","3G","148"
"臺中市","臺中市神岡區","1071231","4G","191"
"臺中市","臺中市梧棲區","1071231","3G","120"
"臺中市","臺中市梧棲區","1071231","4G","131"
"臺中市","臺中市清水區","1071231","3G","162"
"臺中市","臺中市清水區","1071231","4G","176"
"臺中市","臺中市新社區","1071231","3G","95"
"臺中市","臺中市新社區","1071231","4G","115"
"臺中市","臺中市潭子區","1071231","3G","205"
"臺中市","臺中市潭子區","1071231","4G","218"
"臺中市","臺中市龍井區","1071231","3G","160"
"臺中市","臺中市龍井區","1071231","4G","188"
"臺中市","臺中市豐原區","1071231","3G","280"
"臺中市","臺中市豐原區","1071231","4G","345"
"臺中市","臺中市霧峰區","1071231","3G","180"
"臺中市","臺中市霧峰區","1071231","4G","227"
"臺北市","臺北市士林區","1071231","3G","480"
"臺北市","臺北市士林區","1071231","4G","646"
"臺北市","臺北市大同區","1071231","3G","227"
"臺北市","臺北市大同區","1071231","4G","300"
"臺北市","臺北市大安區","1071231","3G","484"
"臺北市","臺北市大安區","1071231","4G","645"
"臺北市","臺北市中山區","1071231","3G","591"
"臺北市","臺北市中山區","1071231","4G","732"
"臺北市","臺北市中正區","1071231","3G","475"
"臺北市","臺北市中正區","1071231","4G","662"
"臺北市","臺北市內湖區","1071231","3G","514"
"臺北市","臺北市內湖區","1071231","4G","633"
"臺北市","臺北市文山區","1071231","3G","278"
"臺北市","臺北市文山區","1071231","4G","393"
"臺北市","臺北市北投區","1071231","3G","326"
"臺北市","臺北市北投區","1071231","4G","434"
"臺北市","臺北市松山區","1071231","3G","386"
"臺北市","臺北市松山區","1071231","4G","461"
"臺北市","臺北市信義區","1071231","3G","455"
"臺北市","臺北市信義區","1071231","4G","537"
"臺北市","臺北市南港區","1071231","3G","237"
"臺北市","臺北市南港區","1071231","4G","334"
"臺北市","臺北市萬華區","1071231","3G","240"
"臺北市","臺北市萬華區","1071231","4G","309"
"臺東縣","臺東縣大武鄉","1071231","3G","34"
"臺東縣","臺東縣大武鄉","1071231","4G","38"
"臺東縣","臺東縣太麻里鄉","1071231","3G","51"
"臺東縣","臺東縣太麻里鄉","1071231","4G","61"
"臺東縣","臺東縣台東市","1071231","4G","3"
"臺東縣","臺東縣成功鎮","1071231","3G","43"
"臺東縣","臺東縣成功鎮","1071231","4G","44"
"臺東縣","臺東縣池上鄉","1071231","3G","24"
"臺東縣","臺東縣池上鄉","1071231","4G","34"
"臺東縣","臺東縣卑南鄉","1071231","3G","81"
"臺東縣","臺東縣卑南鄉","1071231","4G","98"
"臺東縣","臺東縣延平鄉","1071231","3G","11"
"臺東縣","臺東縣延平鄉","1071231","4G","13"
"臺東縣","臺東縣東河鄉","1071231","3G","41"
"臺東縣","臺東縣東河鄉","1071231","4G","48"
"臺東縣","臺東縣金峰鄉","1071231","3G","16"
"臺東縣","臺東縣金峰鄉","1071231","4G","16"
"臺東縣","臺東縣長濱鄉","1071231","3G","42"
"臺東縣","臺東縣長濱鄉","1071231","4G","44"
"臺東縣","臺東縣海端鄉","1071231","3G","19"
"臺東縣","臺東縣海端鄉","1071231","4G","25"
"臺東縣","臺東縣鹿野鄉","1071231","3G","36"
"臺東縣","臺東縣鹿野鄉","1071231","4G","43"
"臺東縣","臺東縣達仁鄉","1071231","3G","30"
"臺東縣","臺東縣達仁鄉","1071231","4G","36"
"臺東縣","臺東縣綠島鄉","1071231","3G","27"
"臺東縣","臺東縣綠島鄉","1071231","4G","31"
"臺東縣","臺東縣臺東市","1071231","3G","251"
"臺東縣","臺東縣臺東市","1071231","4G","254"
"臺東縣","臺東縣關山鎮","1071231","3G","18"
"臺東縣","臺東縣關山鎮","1071231","4G","21"
"臺東縣","臺東縣蘭嶼鄉","1071231","3G","20"
"臺東縣","臺東縣蘭嶼鄉","1071231","4G","18"
"臺南市","臺南市七股區","1071231","3G","23"
"臺南市","臺南市七股區","1071231","4G","26"
"臺南市","臺南市下營區","1071231","3G","28"
"臺南市","臺南市下營區","1071231","4G","33"
"臺南市","臺南市大內區","1071231","3G","28"
"臺南市","臺南市大內區","1071231","4G","41"
"臺南市","臺南市山上區","1071231","3G","16"
"臺南市","臺南市山上區","1071231","4G","18"
"臺南市","臺南市中西區","1071231","3G","179"
"臺南市","臺南市中西區","1071231","4G","209"
"臺南市","臺南市仁德區","1071231","3G","155"
"臺南市","臺南市仁德區","1071231","4G","205"
"臺南市","臺南市六甲區","1071231","3G","29"
"臺南市","臺南市六甲區","1071231","4G","40"
"臺南市","臺南市北門區","1071231","3G","21"
"臺南市","臺南市北門區","1071231","4G","23"
"臺南市","臺南市北區","1071231","3G","148"
"臺南市","臺南市北區","1071231","4G","178"
"臺南市","臺南市左鎮區","1071231","3G","27"
"臺南市","臺南市左鎮區","1071231","4G","35"
"臺南市","臺南市永康區","1071231","3G","353"
"臺南市","臺南市永康區","1071231","4G","438"
"臺南市","臺南市玉井區","1071231","3G","30"
"臺南市","臺南市玉井區","1071231","4G","36"
"臺南市","臺南市白河區","1071231","3G","66"
"臺南市","臺南市白河區","1071231","4G","75"
"臺南市","臺南市安平區","1071231","3G","96"
"臺南市","臺南市安平區","1071231","4G","125"
"臺南市","臺南市安定區","1071231","3G","39"
"臺南市","臺南市安定區","1071231","4G","48"
"臺南市","臺南市安南區","1071231","3G","245"
"臺南市","臺南市安南區","1071231","4G","291"
"臺南市","臺南市西港區","1071231","3G","29"
"臺南市","臺南市西港區","1071231","4G","37"
"臺南市","臺南市佳里區","1071231","3G","54"
"臺南市","臺南市佳里區","1071231","4G","71"
"臺南市","臺南市官田區","1071231","3G","68"
"臺南市","臺南市官田區","1071231","4G","70"
"臺南市","臺南市東山區","1071231","3G","34"
"臺南市","臺南市東山區","1071231","4G","41"
"臺南市","臺南市東區","1071231","3G","219"
"臺南市","臺南市東區","1071231","4G","273"
"臺南市","臺南市南化區","1071231","3G","32"
"臺南市","臺南市南化區","1071231","4G","48"
"臺南市","臺南市南區","1071231","3G","130"
"臺南市","臺南市南區","1071231","4G","169"
"臺南市","臺南市南區文","1071231","4G","1"
"臺南市","臺南市南區明","1071231","4G","1"
"臺南市","臺南市後壁區","1071231","3G","48"
"臺南市","臺南市後壁區","1071231","4G","57"
"臺南市","臺南市柳營區","1071231","3G","54"
"臺南市","臺南市柳營區","1071231","4G","67"
"臺南市","臺南市將軍區","1071231","3G","18"
"臺南市","臺南市將軍區","1071231","4G","24"
"臺南市","臺南市麻豆區","1071231","3G","62"
"臺南市","臺南市麻豆區","1071231","4G","73"
"臺南市","臺南市善化區","1071231","3G","115"
"臺南市","臺南市善化區","1071231","4G","121"
"臺南市","臺南市新化區","1071231","3G","62"
"臺南市","臺南市新化區","1071231","4G","75"
"臺南市","臺南市新市區","1071231","3G","133"
"臺南市","臺南市新市區","1071231","4G","146"
"臺南市","臺南市新營區","1071231","3G","105"
"臺南市","臺南市新營區","1071231","4G","148"
"臺南市","臺南市楠西區","1071231","3G","27"
"臺南市","臺南市楠西區","1071231","4G","39"
"臺南市","臺南市學甲區","1071231","3G","30"
"臺南市","臺南市學甲區","1071231","4G","33"
"臺南市","臺南市龍崎區","1071231","3G","23"
"臺南市","臺南市龍崎區","1071231","4G","29"
"臺南市","臺南市歸仁區","1071231","3G","91"
"臺南市","臺南市歸仁區","1071231","4G","112"
"臺南市","臺南市關廟區","1071231","3G","65"
"臺南市","臺南市關廟區","1071231","4G","73"
"臺南市","臺南市鹽水區","1071231","3G","43"
"臺南市","臺南市鹽水區","1071231","4G","51"
"澎湖縣","澎湖縣七美鄉","1071231","3G","10"
"澎湖縣","澎湖縣七美鄉","1071231","4G","16"
"澎湖縣","澎湖縣白沙鄉","1071231","3G","28"
"澎湖縣","澎湖縣白沙鄉","1071231","4G","39"
"澎湖縣","澎湖縣西嶼鄉","1071231","3G","28"
"澎湖縣","澎湖縣西嶼鄉","1071231","4G","36"
"澎湖縣","澎湖縣馬公市","1071231","3G","129"
"澎湖縣","澎湖縣馬公市","1071231","4G","158"
"澎湖縣","澎湖縣望安鄉","1071231","3G","16"
"澎湖縣","澎湖縣望安鄉","1071231","4G","23"
"澎湖縣","澎湖縣湖西鄉","1071231","3G","49"
"澎湖縣","澎湖縣湖西鄉","1071231","4G","66"
"宜蘭縣","宜蘭縣三星鄉","1071130","3G","44"
"宜蘭縣","宜蘭縣三星鄉","1071130","4G","63"
"宜蘭縣","宜蘭縣大同鄉","1071130","3G","66"
"宜蘭縣","宜蘭縣大同鄉","1071130","4G","98"
"宜蘭縣","宜蘭縣五結鄉","1071130","3G","75"
"宜蘭縣","宜蘭縣五結鄉","1071130","4G","90"
"宜蘭縣","宜蘭縣冬山鄉","1071130","3G","103"
"宜蘭縣","宜蘭縣冬山鄉","1071130","4G","119"
"宜蘭縣","宜蘭縣壯圍鄉","1071130","3G","38"
"宜蘭縣","宜蘭縣壯圍鄉","1071130","4G","47"
"宜蘭縣","宜蘭縣宜蘭市","1071130","3G","148"
"宜蘭縣","宜蘭縣宜蘭市","1071130","4G","166"
"宜蘭縣","宜蘭縣南澳鄉","1071130","3G","60"
"宜蘭縣","宜蘭縣南澳鄉","1071130","4G","87"
"宜蘭縣","宜蘭縣員山鄉","1071130","3G","75"
"宜蘭縣","宜蘭縣員山鄉","1071130","4G","91"
"宜蘭縣","宜蘭縣頭城鎮","1071130","3G","100"
"宜蘭縣","宜蘭縣頭城鎮","1071130","4G","110"
"宜蘭縣","宜蘭縣礁溪鄉","1071130","3G","113"
"宜蘭縣","宜蘭縣礁溪鄉","1071130","4G","131"
"宜蘭縣","宜蘭縣羅東鎮","1071130","3G","102"
"宜蘭縣","宜蘭縣羅東鎮","1071130","4G","109"
"宜蘭縣","宜蘭縣蘇澳鎮","1071130","3G","139"
"宜蘭縣","宜蘭縣蘇澳鎮","1071130","4G","182"
"花蓮縣","花蓮縣玉里鎮","1071130","3G","75"
"花蓮縣","花蓮縣玉里鎮","1071130","4G","105"
"花蓮縣","花蓮縣光復鄉","1071130","3G","40"
"花蓮縣","花蓮縣光復鄉","1071130","4G","63"
"花蓮縣","花蓮縣吉安鄉","1071130","3G","157"
"花蓮縣","花蓮縣吉安鄉","1071130","4G","165"
"花蓮縣","花蓮縣秀林鄉","1071130","3G","133"
"花蓮縣","花蓮縣秀林鄉","1071130","4G","189"
"花蓮縣","花蓮縣卓溪鄉","1071130","3G","18"
"花蓮縣","花蓮縣卓溪鄉","1071130","4G","35"
"花蓮縣","花蓮縣花蓮市","1071130","3G","238"
"花蓮縣","花蓮縣花蓮市","1071130","4G","255"
"花蓮縣","花蓮縣富里鄉","1071130","3G","51"
"花蓮縣","花蓮縣富里鄉","1071130","4G","73"
"花蓮縣","花蓮縣新城鄉","1071130","3G","84"
"花蓮縣","花蓮縣新城鄉","1071130","4G","97"
"花蓮縣","花蓮縣瑞穗鄉","1071130","3G","59"
"花蓮縣","花蓮縣瑞穗鄉","1071130","4G","77"
"花蓮縣","花蓮縣萬榮鄉","1071130","3G","18"
"花蓮縣","花蓮縣萬榮鄉","1071130","4G","29"
"花蓮縣","花蓮縣壽豐鄉","1071130","3G","138"
"花蓮縣","花蓮縣壽豐鄉","1071130","4G","187"
"花蓮縣","花蓮縣鳳林鎮","1071130","3G","47"
"花蓮縣","花蓮縣鳳林鎮","1071130","4G","67"
"花蓮縣","花蓮縣豐濱鄉","1071130","3G","37"
"花蓮縣","花蓮縣豐濱鄉","1071130","4G","63"
"金門縣","金門縣金沙鎮","1071130","3G","31"
"金門縣","金門縣金沙鎮","1071130","4G","39"
"金門縣","金門縣金城鎮","1071130","3G","44"
"金門縣","金門縣金城鎮","1071130","4G","48"
"金門縣","金門縣金湖鎮","1071130","3G","71"
"金門縣","金門縣金湖鎮","1071130","4G","82"
"金門縣","金門縣金寧鄉","1071130","3G","50"
"金門縣","金門縣金寧鄉","1071130","4G","60"
"金門縣","金門縣烈嶼鄉","1071130","3G","15"
"金門縣","金門縣烈嶼鄉","1071130","4G","22"
"金門縣","金門縣烏坵鄉","1071130","3G","1"
"金門縣","金門縣烏坵鄉","1071130","4G","1"
"南投縣","南投縣中寮鄉","1071130","3G","56"
"南投縣","南投縣中寮鄉","1071130","4G","77"
"南投縣","南投縣仁愛鄉","1071130","3G","122"
"南投縣","南投縣仁愛鄉","1071130","4G","155"
"南投縣","南投縣水里鄉","1071130","3G","49"
"南投縣","南投縣水里鄉","1071130","4G","67"
"南投縣","南投縣名間鄉","1071130","3G","99"
"南投縣","南投縣名間鄉","1071130","4G","109"
"南投縣","南投縣竹山鎮","1071130","3G","168"
"南投縣","南投縣竹山鎮","1071130","4G","184"
"南投縣","南投縣信義鄉","1071130","3G","79"
"南投縣","南投縣信義鄉","1071130","4G","100"
"南投縣","南投縣南投市","1071130","3G","222"
"南投縣","南投縣南投市","1071130","4G","252"
"南投縣","南投縣埔里鎮","1071130","3G","217"
"南投縣","南投縣埔里鎮","1071130","4G","237"
"南投縣","南投縣草屯鎮","1071130","3G","233"
"南投縣","南投縣草屯鎮","1071130","4G","266"
"南投縣","南投縣國姓鄉","1071130","3G","82"
"南投縣","南投縣國姓鄉","1071130","4G","101"
"南投縣","南投縣魚池鄉","1071130","3G","98"
"南投縣","南投縣魚池鄉","1071130","4G","115"
"南投縣","南投縣鹿谷鄉","1071130","3G","78"
"南投縣","南投縣鹿谷鄉","1071130","4G","91"
"南投縣","南投縣集集鎮","1071130","3G","39"
"南投縣","南投縣集集鎮","1071130","4G","39"
"屏東縣","屏東縣九如鄉","1071130","3G","28"
"屏東縣","屏東縣九如鄉","1071130","4G","37"
"屏東縣","屏東縣三地門鄉","1071130","3G","22"
"屏東縣","屏東縣三地門鄉","1071130","4G","38"
"屏東縣","屏東縣內埔鄉","1071130","3G","93"
"屏東縣","屏東縣內埔鄉","1071130","4G","111"
"屏東縣","屏東縣竹田鄉","1071130","3G","20"
"屏東縣","屏東縣竹田鄉","1071130","4G","32"
"屏東縣","屏東縣牡丹鄉","1071130","3G","23"
"屏東縣","屏東縣牡丹鄉","1071130","4G","38"
"屏東縣","屏東縣車城鄉","1071130","3G","50"
"屏東縣","屏東縣車城鄉","1071130","4G","63"
"屏東縣","屏東縣里港鄉","1071130","3G","39"
"屏東縣","屏東縣里港鄉","1071130","4G","42"
"屏東縣","屏東縣佳冬鄉","1071130","3G","24"
"屏東縣","屏東縣佳冬鄉","1071130","4G","30"
"屏東縣","屏東縣來義鄉","1071130","3G","14"
"屏東縣","屏東縣來義鄉","1071130","4G","21"
"屏東縣","屏東縣枋山鄉","1071130","3G","26"
"屏東縣","屏東縣枋山鄉","1071130","4G","39"
"屏東縣","屏東縣枋寮鄉","1071130","3G","44"
"屏東縣","屏東縣枋寮鄉","1071130","4G","51"
"屏東縣","屏東縣東港鎮","1071130","3G","74"
"屏東縣","屏東縣東港鎮","1071130","4G","89"
"屏東縣","屏東縣林邊鄉","1071130","3G","15"
"屏東縣","屏東縣林邊鄉","1071130","4G","21"
"屏東縣","屏東縣長治鄉","1071130","3G","53"
"屏東縣","屏東縣長治鄉","1071130","4G","67"
"屏東縣","屏東縣南州鄉","1071130","3G","24"
"屏東縣","屏東縣南州鄉","1071130","4G","28"
"屏東縣","屏東縣屏東市","1071130","3G","307"
"屏東縣","屏東縣屏東市","1071130","4G","365"
"屏東縣","屏東縣恆春鎮","1071130","3G","138"
"屏東縣","屏東縣恆春鎮","1071130","4G","159"
"屏東縣","屏東縣春日鄉","1071130","3G","13"
"屏東縣","屏東縣春日鄉","1071130","4G","20"
"屏東縣","屏東縣崁頂鄉","1071130","3G","16"
"屏東縣","屏東縣崁頂鄉","1071130","4G","20"
"屏東縣","屏東縣泰武鄉","1071130","3G","13"
"屏東縣","屏東縣泰武鄉","1071130","4G","21"
"屏東縣","屏東縣琉球鄉","1071130","3G","28"
"屏東縣","屏東縣琉球鄉","1071130","4G","37"
"屏東縣","屏東縣高樹鄉","1071130","3G","38"
"屏東縣","屏東縣高樹鄉","1071130","4G","56"
"屏東縣","屏東縣新埤鄉","1071130","3G","24"
"屏東縣","屏東縣新埤鄉","1071130","4G","29"
"屏東縣","屏東縣新園鄉","1071130","3G","50"
"屏東縣","屏東縣新園鄉","1071130","4G","68"
"屏東縣","屏東縣獅子鄉","1071130","3G","42"
"屏東縣","屏東縣獅子鄉","1071130","4G","67"
"屏東縣","屏東縣萬丹鄉","1071130","3G","70"
"屏東縣","屏東縣萬丹鄉","1071130","4G","80"
"屏東縣","屏東縣萬巒鄉","1071130","3G","41"
"屏東縣","屏東縣萬巒鄉","1071130","4G","54"
"屏東縣","屏東縣滿州鄉","1071130","3G","34"
"屏東縣","屏東縣滿州鄉","1071130","4G","55"
"屏東縣","屏東縣瑪家鄉","1071130","3G","13"
"屏東縣","屏東縣瑪家鄉","1071130","4G","17"
"屏東縣","屏東縣潮州鎮","1071130","3G","83"
"屏東縣","屏東縣潮州鎮","1071130","4G","103"
"屏東縣","屏東縣霧台鄉","1071130","3G","1"
"屏東縣","屏東縣霧台鄉","1071130","4G","1"
"屏東縣","屏東縣霧臺鄉","1071130","3G","6"
"屏東縣","屏東縣霧臺鄉","1071130","4G","12"
"屏東縣","屏東縣麟洛鄉","1071130","3G","25"
"屏東縣","屏東縣麟洛鄉","1071130","4G","28"
"屏東縣","屏東縣鹽埔鄉","1071130","3G","47"
"屏東縣","屏東縣鹽埔鄉","1071130","4G","54"
"苗栗縣","苗栗縣三義鄉","1071130","3G","101"
"苗栗縣","苗栗縣三義鄉","1071130","4G","118"
"苗栗縣","苗栗縣三灣鄉","1071130","3G","26"
"苗栗縣","苗栗縣三灣鄉","1071130","4G","42"
"苗栗縣","苗栗縣大湖鄉","1071130","3G","46"
"苗栗縣","苗栗縣大湖鄉","1071130","4G","59"
"苗栗縣","苗栗縣公館鄉","1071130","3G","79"
"苗栗縣","苗栗縣公館鄉","1071130","4G","92"
"苗栗縣","苗栗縣竹南鎮","1071130","3G","250"
"苗栗縣","苗栗縣竹南鎮","1071130","4G","273"
"苗栗縣","苗栗縣西湖鄉","1071130","3G","43"
"苗栗縣","苗栗縣西湖鄉","1071130","4G","50"
"苗栗縣","苗栗縣卓蘭鎮","1071130","3G","48"
"苗栗縣","苗栗縣卓蘭鎮","1071130","4G","61"
"苗栗縣","苗栗縣南庄鄉","1071130","3G","54"
