"縣市","鄉鎮區","統計期","類別","基地臺"
"宜蘭縣","宜蘭縣羅東鎮","1101130","4G","208"
"宜蘭縣","宜蘭縣蘇澳鎮","1101130","4G","395"
"花蓮縣","花蓮縣玉里鎮","1101130","4G","203"
"花蓮縣","花蓮縣光復鄉","1101130","4G","118"
"花蓮縣","花蓮縣吉安鄉","1101130","4G","381"
"花蓮縣","花蓮縣秀林鄉","1101130","4G","426"
"花蓮縣","花蓮縣卓溪鄉","1101130","4G","64"
"花蓮縣","花蓮縣花蓮市","1101130","4G","542"
"花蓮縣","花蓮縣富里鄉","1101130","4G","143"
"花蓮縣","花蓮縣新城鄉","1101130","4G","204"
"花蓮縣","花蓮縣瑞穗鄉","1101130","4G","164"
"花蓮縣","花蓮縣萬榮鄉","1101130","4G","54"
"花蓮縣","花蓮縣壽豐鄉","1101130","4G","361"
"花蓮縣","花蓮縣鳳林鎮","1101130","4G","136"
"花蓮縣","花蓮縣豐濱鄉","1101130","4G","106"
"金門縣","金門縣金沙鎮","1101130","4G","98"
"金門縣","金門縣金城鎮","1101130","4G","118"
"金門縣","金門縣金湖鎮","1101130","4G","185"
"金門縣","金門縣金寧鄉","1101130","4G","150"
"金門縣","金門縣烈嶼鄉","1101130","4G","52"
"金門縣","金門縣烏坵鄉","1101130","4G","2"
"南投縣","南投縣中寮鄉","1101130","4G","159"
"南投縣","南投縣仁愛鄉","1101130","4G","315"
"南投縣","南投縣水里鄉","1101130","4G","129"
"南投縣","南投縣名間鄉","1101130","4G","230"
"南投縣","南投縣竹山鎮","1101130","4G","376"
"南投縣","南投縣信義鄉","1101130","4G","199"
"南投縣","南投縣南投市","1101130","4G","530"
"南投縣","南投縣埔里鎮","1101130","4G","515"
"南投縣","南投縣草屯鎮","1101130","4G","543"
"南投縣","南投縣國姓鄉","1101130","4G","204"
"南投縣","南投縣魚池鄉","1101130","4G","255"
"南投縣","南投縣鹿谷鄉","1101130","4G","206"
"南投縣","南投縣集集鎮","1101130","4G","92"
"屏東縣","屏東縣九如鄉","1101130","4G","83"
"屏東縣","屏東縣三地門鄉","1101130","4G","76"
"屏東縣","屏東縣內埔鄉","1101130","4G","265"
"屏東縣","屏東縣竹田鄉","1101130","4G","67"
"屏東縣","屏東縣牡丹鄉","1101130","4G","70"
"屏東縣","屏東縣車城鄉","1101130","4G","121"
"屏東縣","屏東縣里港鄉","1101130","4G","96"
"屏東縣","屏東縣佳冬鄉","1101130","4G","61"
"屏東縣","屏東縣來義鄉","1101130","4G","52"
"屏東縣","屏東縣枋山鄉","1101130","4G","77"
"屏東縣","屏東縣枋寮鄉","1101130","4G","121"
"屏東縣","屏東縣東港鎮","1101130","4G","214"
"屏東縣","屏東縣林邊鄉","1101130","4G","47"
"屏東縣","屏東縣長治鄉","1101130","4G","147"
"屏東縣","屏東縣南州鄉","1101130","4G","55"
"屏東縣","屏東縣屏東市","1101130","4G","783"
"屏東縣","屏東縣恆春鎮","1101130","4G","339"
"屏東縣","屏東縣春日鄉","1101130","4G","45"
"屏東縣","屏東縣崁頂鄉","1101130","4G","45"
"屏東縣","屏東縣泰武鄉","1101130","4G","57"
"屏東縣","屏東縣琉球鄉","1101130","4G","73"
"屏東縣","屏東縣高樹鄉","1101130","4G","120"
"屏東縣","屏東縣新埤鄉","1101130","4G","57"
"屏東縣","屏東縣新園鄉","1101130","4G","138"
"屏東縣","屏東縣獅子鄉","1101130","4G","159"
"屏東縣","屏東縣萬丹鄉","1101130","4G","182"
"屏東縣","屏東縣萬巒鄉","1101130","4G","106"
"屏東縣","屏東縣滿州鄉","1101130","4G","100"
"屏東縣","屏東縣瑪家鄉","1101130","4G","47"
"屏東縣","屏東縣潮州鎮","1101130","4G","215"
"屏東縣","屏東縣霧臺鄉","1101130","4G","28"
"屏東縣","屏東縣麟洛鄉","1101130","4G","54"
"屏東縣","屏東縣鹽埔鄉","1101130","4G","118"
"苗栗縣","苗栗縣三義鄉","1101130","4G","250"
"苗栗縣","苗栗縣三灣鄉","1101130","4G","81"
"苗栗縣","苗栗縣大湖鄉","1101130","4G","109"
"苗栗縣","苗栗縣公館鄉","1101130","4G","180"
"苗栗縣","苗栗縣竹南鎮","1101130","4G","566"
"苗栗縣","苗栗縣西湖鄉","1101130","4G","99"
"苗栗縣","苗栗縣卓蘭鎮","1101130","4G","115"
"苗栗縣","苗栗縣南庄鄉","1101130","4G","146"
"苗栗縣","苗栗縣後龍鎮","1101130","4G","293"
"苗栗縣","苗栗縣苗栗市","1101130","4G","435"
"苗栗縣","苗栗縣苑裡鎮","1101130","4G","197"
"苗栗縣","苗栗縣泰安鄉","1101130","4G","129"
"苗栗縣","苗栗縣通霄鎮","1101130","4G","290"
"苗栗縣","苗栗縣造橋鄉","1101130","4G","235"
"苗栗縣","苗栗縣獅潭鄉","1101130","4G","117"
"苗栗縣","苗栗縣銅鑼鄉","1101130","4G","205"
"苗栗縣","苗栗縣頭份市","1101130","4G","461"
"苗栗縣","苗栗縣頭屋鄉","1101130","4G","105"
"桃園市","桃園市八德區","1101130","4G","536"
"桃園市","桃園市大園區","1101130","4G","678"
"桃園市","桃園市大溪區","1101130","4G","419"
"桃園市","桃園市中壢區","1101130","4G","1470"
"桃園市","桃園市平鎮區","1101130","4G","572"
"桃園市","桃園市桃園區","1101130","4G","1050"
"桃園市","桃園市復興區","1101130","4G","240"
"桃園市","桃園市新屋區","1101130","4G","231"
"桃園市","桃園市楊梅區","1101130","4G","708"
"桃園市","桃園市龍潭區","1101130","4G","663"
"桃園市","桃園市龜山區","1101130","4G","935"
"桃園市","桃園市蘆竹區","1101130","4G","672"
"桃園市","桃園市觀音區","1101130","4G","327"
"高雄市","高雄市三民區","1101130","4G","1068"
"高雄市","高雄市大社區","1101130","4G","173"
"高雄市","高雄市大寮區","1101130","4G","452"
"高雄市","高雄市大樹區","1101130","4G","338"
"高雄市","高雄市小港區","1101130","4G","644"
"高雄市","高雄市仁武區","1101130","4G","440"
"高雄市","高雄市內門區","1101130","4G","102"
"高雄市","高雄市六龜區","1101130","4G","145"
"高雄市","高雄市左營區","1101130","4G","629"
"高雄市","高雄市永安區","1101130","4G","73"
"高雄市","高雄市田寮區","1101130","4G","107"
"高雄市","高雄市甲仙區","1101130","4G","70"
"高雄市","高雄市杉林區","1101130","4G","75"
"高雄市","高雄市那瑪夏區","1101130","4G","39"
"高雄市","高雄市岡山區","1101130","4G","355"
"高雄市","高雄市林園區","1101130","4G","227"
"高雄市","高雄市阿蓮區","1101130","4G","98"
"高雄市","高雄市前金區","1101130","4G","207"
"高雄市","高雄市前鎮區","1101130","4G","787"
"高雄市","高雄市美濃區","1101130","4G","179"
"高雄市","高雄市茄萣區","1101130","4G","79"
"高雄市","高雄市茂林區","1101130","4G","33"
"高雄市","高雄市苓雅區","1101130","4G","690"
"高雄市","高雄市桃源區","1101130","4G","110"
"高雄市","高雄市梓官區","1101130","4G","112"
"高雄市","高雄市鳥松區","1101130","4G","247"
"高雄市","高雄市湖內區","1101130","4G","127"
"高雄市","高雄市新興區","1101130","4G","329"
"高雄市","高雄市楠梓區","1101130","4G","500"
"高雄市","高雄市路竹區","1101130","4G","246"
"高雄市","高雄市鼓山區","1101130","4G","411"
"高雄市","高雄市旗山區","1101130","4G","213"
"高雄市","高雄市旗津區","1101130","4G","125"
"高雄市","高雄市鳳山區","1101130","4G","831"
"高雄市","高雄市橋頭區","1101130","4G","176"
"高雄市","高雄市燕巢區","1101130","4G","297"
"高雄市","高雄市彌陀區","1101130","4G","80"
"高雄市","高雄市鹽埕區","1101130","4G","134"
"基隆市","基隆市七堵區","1101130","4G","300"
"基隆市","基隆市中山區","1101130","4G","131"
"基隆市","基隆市中正區","1101130","4G","243"
"基隆市","基隆市仁愛區","1101130","4G","192"
"基隆市","基隆市安樂區","1101130","4G","245"
"基隆市","基隆市信義區","1101130","4G","204"
"基隆市","基隆市暖暖區","1101130","4G","117"
"連江縣","連江縣北竿鄉","1101130","4G","52"
"連江縣","連江縣東引鄉","1101130","4G","31"
"連江縣","連江縣南竿鄉","1101130","4G","109"
"連江縣","連江縣莒光鄉","1101130","4G","26"
"雲林縣","雲林縣二崙鄉","1101130","4G","101"
"雲林縣","雲林縣口湖鄉","1101130","4G","92"
"雲林縣","雲林縣土庫鎮","1101130","4G","98"
"雲林縣","雲林縣大埤鄉","1101130","4G","89"
"雲林縣","雲林縣元長鄉","1101130","4G","123"
"雲林縣","雲林縣斗六市","1101130","4G","725"
"雲林縣","雲林縣斗南鎮","1101130","4G","244"
"雲林縣","雲林縣水林鄉","1101130","4G","114"
"雲林縣","雲林縣北港鎮","1101130","4G","144"
"雲林縣","雲林縣古坑鄉","1101130","4G","251"
"雲林縣","雲林縣四湖鄉","1101130","4G","114"
"雲林縣","雲林縣西螺鎮","1101130","4G","167"
"雲林縣","雲林縣東勢鄉","1101130","4G","65"
"雲林縣","雲林縣林內鄉","1101130","4G","103"
"雲林縣","雲林縣虎尾鎮","1101130","4G","374"
"雲林縣","雲林縣崙背鄉","1101130","4G","143"
"雲林縣","雲林縣麥寮鄉","1101130","4G","240"
"雲林縣","雲林縣莿桐鄉","1101130","4G","119"
"雲林縣","雲林縣臺西鄉","1101130","4G","74"
"雲林縣","雲林縣褒忠鄉","1101130","4G","70"
"新北市","新北市八里區","1101130","4G","186"
"新北市","新北市三芝區","1101130","4G","133"
"新北市","新北市三重區","1101130","4G","786"
"新北市","新北市三峽區","1101130","4G","508"
"新北市","新北市土城區","1101130","4G","599"
"新北市","新北市中和區","1101130","4G","826"
"新北市","新北市五股區","1101130","4G","401"
"新北市","新北市平溪區","1101130","4G","83"
"新北市","新北市永和區","1101130","4G","327"
"新北市","新北市石門區","1101130","4G","108"
"新北市","新北市石碇區","1101130","4G","252"
"新北市","新北市汐止區","1101130","4G","645"
"新北市","新北市坪林區","1101130","4G","198"
"新北市","新北市林口區","1101130","4G","533"
"新北市","新北市板橋區","1101130","4G","1267"
"新北市","新北市金山區","1101130","4G","156"
"新北市","新北市泰山區","1101130","4G","295"
"新北市","新北市烏來區","1101130","4G","107"
"新北市","新北市貢寮區","1101130","4G","229"
"新北市","新北市淡水區","1101130","4G","716"
"新北市","新北市深坑區","1101130","4G","119"
"新北市","新北市新店區","1101130","4G","930"
"新北市","新北市新莊區","1101130","4G","782"
"新北市","新北市瑞芳區","1101130","4G","339"
"新北市","新北市萬里區","1101130","4G","178"
